"","mos_ethnicity","complainant_ethnicity"
"1276","White","Hispanic"
"1277","White","Hispanic"
"1278","White","Hispanic"
"1279","White","Hispanic"
"1280","White","Hispanic"
"1281","White","Hispanic"
"1282","White","Black"
"1283","White","Black"
"1284","White","Black"
"1285","White","Black"
"1286","White","Black"
"1287","White","Black"
"1288","White","Black"
"1289","White","Black"
"1290","White","Hispanic"
"1291","White","Black"
"1292","White","Refused"
"1293","White","Black"
"1294","White","Black"
"1295","White","Black"
"1296","White",NA
"1297","White",NA
"1298","Hispanic","Black"
"1299","Hispanic","Black"
"1300","White","Hispanic"
"1301","White","Hispanic"
"1302","White","Hispanic"
"1303","White","Hispanic"
"1304","White","Hispanic"
"1305","White","White"
"1306","White","Hispanic"
"1307","White","Black"
"1308","White","Black"
"1309","White","Unknown"
"1310","White","Unknown"
"1311","White","Hispanic"
"1312","White","Hispanic"
"1313","White","Black"
"1314","White","Black"
"1315","White","Black"
"1316","White","Black"
"1317","White","Black"
"1318","White","Black"
"1319","White","Unknown"
"1320","White","Black"
"1321","White","Unknown"
"1322","White","Hispanic"
"1323","White","Black"
"1324","White","Black"
"1325","White","Black"
"1326","White","Black"
"1327","White","Black"
"1328","White","Black"
"1329","White","Hispanic"
"1330","White","Hispanic"
"1331","White","Hispanic"
"1332","White","White"
"1333","White","White"
"1334","White","White"
"1335","White","White"
"1336","White","Black"
"1337","White","Other Race"
"1338","White","Other Race"
"1339","White","Hispanic"
"1340","White","Black"
"1341","Asian","Hispanic"
"1342","Asian","Black"
"1343","White","Black"
"1344","White","Black"
"1345","White","Black"
"1346","White","Black"
"1347","White","Unknown"
"1348","White","Black"
"1349","Black","Hispanic"
"1350","Black","Hispanic"
"1351","Black","Hispanic"
"1352","Black","Hispanic"
"1353","Black","Hispanic"
"1354","White","Hispanic"
"1355","Hispanic","Unknown"
"1356","Hispanic","Black"
"1357","Hispanic","Black"
"1358","Hispanic","Black"
"1359","Hispanic","Black"
"1360","Hispanic","Black"
"1361","Hispanic","Black"
"1362","Hispanic","Hispanic"
"1363","Hispanic","Black"
"1364","Hispanic","Hispanic"
"1365","Hispanic","Hispanic"
"1366","Hispanic","Hispanic"
"1367","Hispanic","Hispanic"
"1368","Hispanic","Hispanic"
"1369","Hispanic","Black"
"1370","Hispanic",NA
"1371","Hispanic","Hispanic"
"1372","Hispanic","Black"
"1373","Hispanic","White"
"1374","Hispanic","Black"
"1375","Hispanic","Black"
"1376","Hispanic","Black"
"1377","Hispanic","Black"
"1378","Hispanic","Black"
"1379","Hispanic","Black"
"1380","Hispanic","Black"
"1381","Hispanic","Black"
"1382","Hispanic",NA
"1383","Hispanic","Black"
"1384","Hispanic","Black"
"1385","White","Hispanic"
"1386","White","Hispanic"
"1387","White","Hispanic"
"1388","White","Hispanic"
"1389","White","Hispanic"
"1390","Hispanic","Black"
"1391","Hispanic","Black"
"1392","Hispanic","Black"
"1393","Hispanic","Black"
"1394","Hispanic","Black"
"1395","Hispanic",NA
"1396","Hispanic","White"
"1397","Hispanic","White"
"1398","Hispanic","White"
"1399","Hispanic","White"
"1400","Hispanic","Hispanic"
"1401","Hispanic","Hispanic"
"1402","Hispanic","White"
"1403","Hispanic","White"
"1404","Hispanic","White"
"1405","Hispanic","Hispanic"
"1406","Hispanic","Hispanic"
"1407","Hispanic","Hispanic"
"1408","Hispanic","Asian"
"1409","Hispanic","White"
"1410","Hispanic","White"
"1411","Hispanic","Black"
"1412","Hispanic","Black"
"1413","Hispanic","Black"
"1414","Hispanic","Black"
"1415","Hispanic","Black"
"1416","Hispanic","Black"
"1417","Hispanic","Black"
"1418","Hispanic","Black"
"1419","Hispanic","Black"
"1420","Hispanic",NA
"1421","Hispanic","Hispanic"
"1422","Hispanic","Hispanic"
"1423","Hispanic","Black"
"1424","Hispanic",NA
"1425","White","Hispanic"
"1426","White","Black"
"1427","White","Hispanic"
"1428","White","Black"
"1429","White","Black"
"1430","White","Black"
"1431","White","Black"
"1432","Hispanic","Black"
"1433","Hispanic","Black"
"1434","Hispanic","Black"
"1435","Hispanic","Black"
"1436","Hispanic","Black"
"1437","Hispanic","Black"
"1438","Hispanic","Black"
"1439","Hispanic","Hispanic"
"1440","Hispanic","Hispanic"
"1441","White","White"
"1442","White","White"
"1443","White","White"
"1444","White","White"
"1445","White","White"
"1446","White","White"
"1447","White","Black"
"1448","White","Asian"
"1449","Black","Hispanic"
"1450","White","Black"
"1451","White","Black"
"1452","White","Hispanic"
"1453","White","Black"
"1454","White","Hispanic"
"1455","White","Hispanic"
"1456","White","Black"
"1457","White","Black"
"1458","White","Black"
"1459","White","Hispanic"
"1460","White","Hispanic"
"1461","White","Hispanic"
"1462","White","White"
"1463","White","White"
"1464","White","White"
"1465","White","Unknown"
"1466","White","White"
"1467","White","Unknown"
"1468","White","Hispanic"
"1469","White","Hispanic"
"1470","White","Other Race"
"1471","White","White"
"1472","White","White"
"1473","White","Hispanic"
"1474","White","Hispanic"
"1475","White","Hispanic"
"1476","White","Hispanic"
"1477","White","Hispanic"
"1478","White","Hispanic"
"1479","Hispanic","Black"
"1480","Hispanic","Black"
"1481","Hispanic","Black"
"1482","Hispanic","Black"
"1483","Hispanic","Black"
"1484","Hispanic","Black"
"1485","Hispanic","Black"
"1486","Hispanic",NA
"1487","Hispanic","Black"
"1488","Hispanic","Black"
"1489","Hispanic","Black"
"1490","Hispanic","Black"
"1491","Hispanic","Black"
"1492","Hispanic","Black"
"1493","Hispanic","Black"
"1494","Hispanic","Black"
"1495","Hispanic","Black"
"1496","Black","White"
"1497","White","Black"
"1498","White","Black"
"1499","White","Black"
"1500","White","Black"
"1501","White","White"
"1502","White","White"
"1503","White","White"
"1504","White","White"
"1505","White","Asian"
"1506","White",NA
"1507","White",NA
"1508","White","Black"
"1509","White",NA
"1510","White",NA
"1511","White","White"
"1512","White","White"
"1513","White","White"
"1514","White","Black"
"1515","White","Black"
"1516","White","Black"
"1517","White","Black"
"1518","White","Black"
"1519","White","Black"
"1520","White","Black"
"1521","White","Black"
"1522","White","Black"
"1523","White","Black"
"1524","White","Black"
"1525","White","Black"
"1526","White","Black"
"1527","White","Black"
"1528","White","Hispanic"
"1529","White","Hispanic"
"1530","White","Hispanic"
"1531","White","Hispanic"
"1532","White","Hispanic"
"1533","White","Hispanic"
"1534","White","Hispanic"
"1535","White","Hispanic"
"1536","White","Other Race"
"1537","White","Other Race"
"1538","White","Other Race"
"1539","White","Other Race"
"1540","White","Other Race"
"1541","White","Black"
"1542","White","Black"
"1543","White","Black"
"1544","White","Black"
"1545","White","Black"
"1546","White","Black"
"1547","White","Black"
"1548","White","Black"
"1549","White","Black"
"1550","White","Black"
"1551","Hispanic","White"
"1552","Hispanic","White"
"1553","Hispanic","White"
"1554","Hispanic","White"
"1555","Hispanic","Hispanic"
"1556","Hispanic","White"
"1557","Hispanic",NA
"1558","Hispanic","Hispanic"
"1559","Hispanic","White"
"1560","White","Hispanic"
"1561","White","Unknown"
"1562","White","Black"
"1563","White","Unknown"
"1564","Black",NA
"1565","Black","Hispanic"
"1566","Black",NA
"1567","Black","Hispanic"
"1568","Black","Hispanic"
"1569","White","Black"
"1570","White","Black"
"1571","White","Black"
"1572","White","Black"
"1573","White","Black"
"1574","White","Black"
"1575","White","Black"
"1576","White","Black"
"1577","White","Black"
"1578","White","Black"
"1579","White","Black"
"1580","White","Black"
"1581","White",NA
"1582","White","Hispanic"
"1583","White","Hispanic"
"1584","White","Hispanic"
"1585","White","Black"
"1586","White",NA
"1587","White","Black"
"1588","White","Black"
"1589","White","Hispanic"
"1590","White","Hispanic"
"1591","White","Hispanic"
"1592","White","Hispanic"
"1593","White","Hispanic"
"1594","White",NA
"1595","White","Black"
"1596","White","Hispanic"
"1597","White","Asian"
"1598","White","Asian"
"1599","White","Asian"
"1600","White",NA
"1601","White","Black"
"1602","White","Black"
"1603","White","Black"
"1604","White",NA
"1605","White","Black"
"1606","White","Black"
"1607","White","Black"
"1608","Hispanic",NA
"1609","Hispanic","Hispanic"
"1610","Hispanic","Black"
"1611","Hispanic","Black"
"1612","Hispanic","Black"
"1613","Hispanic","Black"
"1614","Hispanic","Black"
"1615","Hispanic","Black"
"1616","Hispanic","Black"
"1617","Hispanic","Black"
"1618","White",NA
"1619","White","Black"
"1620","White","Black"
"1621","White","Black"
"1622","White","Black"
"1623","White","Black"
"1624","White","Black"
"1625","White","Black"
"1626","White","Black"
"1627","White","Black"
"1628","White","Black"
"1629","White","Black"
"1630","White","Black"
"1631","White","Hispanic"
"1632","White","Hispanic"
"1633","White","Black"
"1634","White","Hispanic"
"1635","Hispanic","Other Race"
"1636","Hispanic",NA
"1637","Hispanic","Other Race"
"1638","White","Black"
"1639","White","Black"
"1640","White","Black"
"1641","White","Black"
"1642","White","Black"
"1643","White","Black"
"1644","White","Black"
"1645","White","White"
"1646","White","White"
"1647","White","White"
"1648","White","White"
"1649","White","White"
"1650","White","White"
"1651","White","White"
"1652","White","Black"
"1653","White","Black"
"1654","White","Black"
"1655","Black","Black"
"1656","Black","Black"
"1657","Black","Black"
"1658","Black","Black"
"1659","Black","Black"
"1660","White",NA
"1661","White",NA
"1662","White",NA
"1663","White",NA
"1664","White",NA
"1665","White",NA
"1666","White",NA
"1667","White",NA
"1668","White","Hispanic"
"1669","White","Unknown"
"1670","White","Unknown"
"1671","White",NA
"1672","White","White"
"1673","White",NA
"1674","White","Asian"
"1675","White",NA
"1676","White","Black"
"1677","White","Hispanic"
"1678","White","Hispanic"
"1679","White","Black"
"1680","White","Black"
"1681","White","Black"
"1682","White","Black"
"1683","White","Black"
"1684","White","Black"
"1685","White","Black"
"1686","White","Black"
"1687","White","Black"
"1688","White","Black"
"1689","White","Black"
"1690","White","Black"
"1691","White","Black"
"1692","White","Black"
"1693","White","Black"
"1694","White","Unknown"
"1695","White","Black"
"1696","White","Black"
"1697","White","Black"
"1698","White","Black"
"1699","White","Black"
"1700","White","Black"
"1701","White","Black"
"1702","White","Black"
"1703","White","Black"
"1704","White","Hispanic"
"1705","White","Hispanic"
"1706","White","Black"
"1707","White","Hispanic"
"1708","Asian","Black"
"1709","Asian","Black"
"1710","Asian","Hispanic"
"1711","Asian","Hispanic"
"1712","Asian","Black"
"1713","Asian","Black"
"1714","Asian","Black"
"1715","Asian","Black"
"1716","Asian","Black"
"1717","Asian","Black"
"1718","Asian","Black"
"1719","Hispanic","Black"
"1720","Hispanic","Black"
"1721","Hispanic","Black"
"1722","White","Hispanic"
"1723","White","White"
"1724","White","Black"
"1725","White","Black"
"1726","White","Asian"
"1727","White","Asian"
"1728","White","Black"
"1729","White",NA
"1730","White","Black"
"1731","White","Hispanic"
"1732","White","Hispanic"
"1733","White","Black"
"1734","White","Black"
"1735","White","Hispanic"
"1736","White","Black"
"1737","White","Hispanic"
"1738","White","Black"
"1739","White","Black"
"1740","White","Black"
"1741","White","Black"
"1742","White","Black"
"1743","White","Black"
"1744","White","Black"
"1745","White","Hispanic"
"1746","White",NA
"1747","White","Black"
"1748","Hispanic","Hispanic"
"1749","Hispanic","Hispanic"
"1750","Hispanic","Hispanic"
"1751","Hispanic","Hispanic"
"1752","Hispanic","Black"
"1753","Hispanic","Black"
"1754","Hispanic","Black"
"1755","Hispanic","White"
"1756","Hispanic","White"
"1757","Hispanic","Black"
"1758","Hispanic","Black"
"1759","Hispanic","White"
"1760","Hispanic","Black"
"1761","Hispanic","Black"
"1762","Hispanic",NA
"1763","Hispanic","Black"
"1764","Hispanic","Black"
"1765","Hispanic",NA
"1766","Hispanic","Other Race"
"1767","Hispanic","Hispanic"
"1768","Hispanic",NA
"1769","Hispanic","Black"
"1770","Hispanic","Black"
"1771","Hispanic","Hispanic"
"1772","Hispanic","Hispanic"
"1773","Hispanic","Hispanic"
"1774","Hispanic","White"
"1775","Hispanic","White"
"1776","Hispanic","White"
"1777","Hispanic","White"
"1778","White",NA
"1779","White",NA
"1780","White",NA
"1781","White",NA
"1782","White",NA
"1783","White",NA
"1784","White",NA
"1785","White",NA
"1786","White",NA
"1787","White",NA
"1788","White",NA
"1789","White","Black"
"1790","White","White"
"1791","White",NA
"1792","White",NA
"1793","White","White"
"1794","White","Asian"
"1795","White",NA
"1796","White","Hispanic"
"1797","White","Hispanic"
"1798","White","White"
"1799","White","White"
"1800","White","Black"
"1801","White","Black"
"1802","White","White"
"1803","Black",NA
"1804","Black","Asian"
"1805","Black","Asian"
"1806","Black","Asian"
"1807","Black","Asian"
"1808","Black","Asian"
"1809","Black","Asian"
"1810","Black","Asian"
"1811","Black","Asian"
"1812","Hispanic","White"
"1813","Hispanic","White"
"1814","Hispanic","White"
"1815","Hispanic","Hispanic"
"1816","Hispanic","Unknown"
"1817","Hispanic","Unknown"
"1818","Hispanic","Unknown"
"1819","Hispanic","Unknown"
"1820","Hispanic","White"
"1821","Hispanic","White"
"1822","Hispanic","White"
"1823","Hispanic","White"
"1824","White","Unknown"
"1825","White","Unknown"
"1826","White","Unknown"
"1827","White","Unknown"
"1828","White","Black"
"1829","White","Unknown"
"1830","Black","Other Race"
"1831","Black",NA
"1832","Black","White"
"1833","Black","White"
"1834","Black",NA
"1835","Hispanic",NA
"1836","White",NA
"1837","White","Unknown"
"1838","White",NA
"1839","White","Hispanic"
"1840","White","Hispanic"
"1841","White","Hispanic"
"1842","Hispanic","Black"
"1843","Hispanic","Black"
"1844","Hispanic","Black"
"1845","Hispanic","Black"
"1846","Hispanic","White"
"1847","White","Refused"
"1848","White","Refused"
"1849","White","Refused"
"1850","White","Refused"
"1851","White","Refused"
"1852","White","Refused"
"1853","White","Refused"
"1854","White","Black"
"1855","White","Black"
"1856","White","Black"
"1857","White","Asian"
"1858","White","Asian"
"1859","White","Asian"
"1860","White","Asian"
"1861","White","Refused"
"1862","White","White"
"1863","White","Other Race"
"1864","White",NA
"1865","White","Other Race"
"1866","White","Other Race"
"1867","White",NA
"1868","White","Hispanic"
"1869","White","Hispanic"
"1870","White","Black"
"1871","White","Black"
"1872","White","Black"
"1873","White","Black"
"1874","White","Black"
"1875","White","Black"
"1876","White","Black"
"1877","White","Black"
"1878","White",NA
"1879","White","American Indian"
"1880","White","American Indian"
"1881","White","Black"
"1882","White","Black"
"1883","White","Black"
"1884","White",NA
"1885","White","Hispanic"
"1886","White","Hispanic"
"1887","White","Hispanic"
"1888","White","Hispanic"
"1889","White","White"
"1890","White","Black"
"1891","White","Black"
"1892","White","Hispanic"
"1893","White","Hispanic"
"1894","White","Black"
"1895","White","Black"
"1896","White","Black"
"1897","White","Black"
"1898","White","Other Race"
"1899","White","Other Race"
"1900","White","Other Race"
"1901","White","Black"
"1902","White","Black"
"1903","White","Black"
"1904","White","Other Race"
"1905","White","Other Race"
"1906","Hispanic","Black"
"1907","Hispanic","Black"
"1908","Hispanic","Black"
"1909","Hispanic",NA
"1910","Hispanic","Black"
"1911","Hispanic","Asian"
"1912","Hispanic","Hispanic"
